Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2012.09.12.,213.0,1900.0,402320.0,1427.172756296559,3,211.0,211.0,213.0,HUF,211.74736842105264,1.4432427375E10
AAA,2012.09.13.,225.0,1664.0,365128.0,1285.5714386310824,2,217.0,217.0,225.0,HUF,219.4278846153846,1.5245521875E10
AAA,2012.09.14.,,,,,,,,,HUF,,1.5245521875E10
AAA,2012.09.17.,,,,,,,,,HUF,,1.5245521875E10
AAA,2012.09.18.,,,,,,,,,HUF,,1.5245521875E10
AAA,2012.09.19.,225.0,8020.0,1697900.0,5985.898113872731,5,213.0,204.0,225.0,HUF,211.70822942643392,1.5245521875E10
AAA,2012.09.20.,216.0,2119.0,457704.0,1609.9897991487564,2,216.0,216.0,216.0,HUF,216.0,1.4635701E10
AAA,2012.09.21.,,,,,,,,,HUF,,1.4635701E10
AAA,2012.09.24.,,,,,,,,,HUF,,1.4635701E10
AAA,2012.09.25.,,,,,,,,,HUF,,1.4635701E10
AAA,2012.09.26.,210.0,1012.0,212520.0,744.7434819175778,1,210.0,210.0,210.0,HUF,210.0,1.422915375E10
AAA,2012.09.27.,216.0,1693.0,365688.0,1282.126078115139,1,216.0,216.0,216.0,HUF,216.0,1.4635701E10
AAA,2012.09.28.,216.0,20.0,4320.0,15.226816115047056,1,216.0,216.0,216.0,HUF,216.0,1.4635701E10
AAA,2012.10.01.,,,,,,,,,HUF,,1.4635701E10
AAA,2012.10.02.,220.0,795.0,174765.0,611.3870911317124,2,211.0,211.0,220.0,HUF,219.83018867924528,1.49067325E10
AAA,2012.10.03.,,,,,,,,,HUF,,1.49067325E10
AAA,2012.10.04.,232.0,14270.0,3311942.0,11581.431618701261,17,227.0,227.0,244.0,HUF,232.09124036440085,1.5719827E10
AAA,2012.10.05.,246.0,2100.0,506826.0,1792.4880636604776,11,230.0,230.0,246.0,HUF,241.34571428571428,1.666843725E10
AAA,2012.10.08.,243.0,2600.0,633276.0,2228.1974596249256,7,245.0,242.0,247.0,HUF,243.5676923076923,1.6465163625E10
AAA,2012.10.09.,252.0,2008.0,496278.0,1748.5659925304772,12,245.0,240.0,252.0,HUF,247.1503984063745,1.70749845E10
AAA,2012.10.10.,266.0,3940.0,1027280.0,3632.4033803613734,20,252.0,252.0,268.0,HUF,260.7309644670051,1.802359475E10
AAA,2012.10.11.,290.0,30771.0,8635390.0,30564.50642409656,57,265.0,265.0,290.0,HUF,280.6340385427838,1.964978375E10
AAA,2012.10.12.,297.0,120.0,34890.0,124.03569270148245,4,290.0,277.0,297.0,HUF,290.75,2.0124088875E10
AAA,2012.10.15.,,,,,,,,,HUF,,2.0124088875E10
AAA,2012.10.16.,261.0,898.0,234378.0,841.8145248186192,1,261.0,261.0,261.0,HUF,261.0,1.7684805375E10
AAA,2012.10.17.,260.0,265.0,68900.0,246.7323187108326,1,260.0,260.0,260.0,HUF,260.0,1.76170475E10
AAA,2012.10.18.,,,,,,,,,HUF,,1.76170475E10
AAA,2012.10.19.,,,,,,,,,HUF,,1.76170475E10
AAA,2012.10.24.,,,,,,,,,HUF,,1.76170475E10
AAA,2012.10.25.,,,,,,,,,HUF,,1.76170475E10
AAA,2012.10.26.,262.0,5349.0,1418346.0,5030.130864985636,9,265.0,255.0,290.0,HUF,265.1609646662928,1.775256325E10
AAA,2012.10.29.,,,,,,,,,HUF,,1.775256325E10
AAA,2012.10.30.,264.0,250.0,66000.0,231.92072527935906,1,264.0,264.0,264.0,HUF,264.0,1.7888079E10
AAA,2012.10.31.,,,,,,,,,HUF,,1.7888079E10
AAA,2012.11.05.,296.0,301.0,88124.0,312.35246163116295,2,290.0,290.0,296.0,HUF,292.7707641196013,2.0056331E10
